단원명,문제번호,문제,정답,해설
15. 종합부동산세,264,주택에 대한 세부담상한의 기준이 되는 직전 연도에 해당 주택에 부과된 주택에 대한 총 세액상당액은 납세의무자가 해당 연도의 과세표준 합산주택을 직전 연도 과세기준일에 실제로 소유하였는지의 여부를 불문하고 직전 연도 과세기준일 현재 소유한 것으로 보아 계산한다. ,O,옳은지문
15. 종합부동산세,265,납세자에게 부정행위가 없으며 특례제척기간에 해당하지 않는 경우 원칙적으로 납세의무 성립일로부터 5년이 지나면 종합부동산세를 부과할 수 없다. ,O,옳은지문
15. 종합부동산세,266,주택분 종합부동산세액을 계산할 때 1주택을 여러 사람이 공동으로 매수하여 소유한 경우 공동 소유자 각자가 그 주택을 소유한 것으로 본다. ,O,옳은지문
15. 종합부동산세,267,혼인으로 인한 1세대 2주택의 경우 납세의무자가 해당 연도 9월 16일부터 9월 30일까지 관한 세무서장에게 합산배제를 신청하면 1세대 1주택자로 본다. ,O,옳은지문
15. 종합부동산세,268, 관할 세무서장은 납세의무자가 과세기준일 현재 1세대 1주택자인 경우 주택분 종합부동산세액의 납부유예를 허가할 수 있다. ,X,혼인으로 인한 1세대 2주택의 경우 합산배제 신청대상 주택에 해당하지 아니한다.
15. 종합부동산세,269,"「신탁법」 제2조에 따른 수탁자의 명의로 등기된 신탁주택의 경우에는 수탁자가 종합부동산세를 납부할 의무가 있으며, 이 경우 수탁자가 신탁주택을 소유한 것으로 본다. ",O,옳은지문
15. 종합부동산세,270," 거주자 甲이 2024년부터 보유한 3주택(주택 수 계산에서 제외되는 주택은 없음) 중 2주택 을 2025.6.17.에 양도하고 동시에 소유권이전등기를 한 경우, 甲의 2025년도 주택분 종합 부동산세액은 3주택 이상을 소유한 경우의 세율을 적용하여 계산한다. ",X,6월 1일 현재 기준으로 종합부동산세를 부과하기 때문 에 6월 17일에 주택을 양도하였으므로 6월 1일 현재는 3주택이기 때문에 3주택으로 과세한다. 
15. 종합부동산세,271,토지분 재산세의 납세의무자로서 별도합산과세대상 토지의 공시가격을 합한 금액이 80억원인 자는 종합부동산세를 납부할 의무가 있다. ,X,80 억원을 초과하는자가 납세의무자이다
15. 종합부동산세,272," 토지에 대한 종합부동산세는 종합합산과세대상, 별도합산과세대상 그리고 분리과세대상으로 구분하여 과세한다. ",X, 분리과세 대상 토지는 종합부동산세 과세대상이 아니다. 
16. 소득세,273,지상권 지역권(공익사업과 관련된 경우는 제외)을 대여함으로써 발생하는 소득은 부동산 임대소득에 해당한다. ,O,옳은지문
16. 소득세,274,미등기 부동산을 임대하고 그 대가로 받는 것은 부동산임대소득이 아니다. ,X,미등기 부동산을 임대한 경우에도 부동산 임대소득에 해당한다. 
16. 소득세,275,자기소유의 부동산을 타인의 담보로 사용하게 하고 그 사용대가로 받는 것은 부동산 임대소득에 해당한다. ,O,옳은지문
16. 소득세,276, 국외소재 주택을 임대하고 그 대가로 받는 것은 부동산 임대소득이 아니다. ,X, 국외 소재 주택을 임대한 경우에도 부동산 임대소득에 해당한다
16. 소득세,277,"주택을 임대하면서 받은 보증금의 간주임대료는 과세되지 아니한다. 다만, 3주택 이상인자의 보증금 등이 3억원을 초과하는 경우는 그러하지 아니하다. ",O,옳은지문
16. 소득세,278,만일 당해 주택이 국외에 소재하는 경우라면 주택임대로 인하여 발생하는 소득은 주택수에 관계없이 과세된다. ,O,옳은지문
16. 소득세,279,"주택임대로 인하여 발생하는 소득에 대한 비과세 여부를 판단함에 있어서 甲과 그 배우자가 각각 주택을 소유하는 경우, 이를 합산하여 주택수를 계산한다. ",O,옳은지문
16. 소득세,280,거주자의 주택 임대소득의 비과세 및 총수입금액에 관하여 임대하는 국내소재 1주택의 비과세 여부 판단시 가액은 「소득세법」상 기준시가 9억원을 기준으로 판단한다. ,X,기준시가가 12억원을 초과하는 경우 고가주택으로 부동산 임대소득에 대한 비과세를 적용하지 아니한다. 
16. 소득세,281,거주자의 주택 임대소득의 비과세 및 총수입금액에 관하여 「소득세법」상 기준시가 5억원인 국외소재 1주택을 임대하는 경우에는 비과세된다. ,X,국외 주택의 경우 비과세 를 적용하지 아니한다. 
16. 소득세,282,"거주자의 주택임대소득의 비과세 및 총수입금액에 관하여 국내소재 3주택을 소유한 자 가 받은 주택 임대보증금의 합계액이 4억원인 경우, 그 보증금에 대하여 법령에서 정한 산식으로 계산한 금액을 총수입금액에 산입한다. ",O,옳은지문
16. 소득세,283,과세기간 종료일 현재 소유 중인 국내소재 주택에 대한 주택임대소득의 비과세 여부 판단의 경우 기준시가는 과세기간 개시일을 기준으로 한다. ,X,과세기간 종료일 현재를 기준으로 고가주택 여부를 판단한다.
16. 소득세,284,주택 2채와 상업용 건물에 2개에 대해 보증금을 받은 경우 2개의 상업용 건물에 대하여 만 법령으로 정하는 바에 따라 계산한 간주임대료를 사업소득 총수입금액에 산입한다. ,O,옳은지문
16. 소득세,285,사업자가 부동산을 임대하고 임대료 외에 전기료 · 수도료 등 공공요금의 명목으로 지급 받은 금액이 공공요금의 납부액을 초과할 때 그 초과하는 금액은 사업소득 총수입금액에 산입한다. ,O,옳은지문
16. 소득세,286,2주택을 전세금을 받고 임대하여 얻은 소득에 대하여는 소득세가 과세되지 아니한다. ,O,옳은지문
16. 소득세,287,"주택 2채를 소유한 거주자가 1채는 월세계약으로 나머지 1채는 전세계약의 형태로 임대 한 경우, 월세계약에 의하여 받은 임대료의 경우에만 소득세가 과세된다. ",O,옳은지문
16. 소득세,288,"거주자의 보유주택 수를 계산함에 있어서 다가구주택은 1개의 주택으로 보되, 구분 등기된 경우에는 각각을 1개의 주택으로 계산한다. ",O,옳은지문
16. 소득세,289,주택의 임대로 인하여 얻은 과세대상 소득은 사업소득으로서 해당 거주자의 종합소득금액에 합산된다. ,O,옳은지문
16. 소득세,290,주택을 임대하여 얻은 소득은 거주자가 사업자등록을 한 경우에 한하여 소득세 납세의무가 있다. ,X,사업자등록 여부와 관계없이 과세한다. 
17. 양도소득세의 의미,291,거주자가 양도일까지 계속하여 국내에 5년 이상 주소 또는 거소를 둔 경우 국외에 있는 토지의 양도로 인하여 발생하는 소득에 대하여 양도소득세 납세의무가 있다. ,O,옳은지문
17. 양도소득세의 의미,292,비거주자는 국외에 있는 건물의 양도로 인하여 발생하는 소득에 대하여 양도소득세 납세의무가 있다. ,X,비거주자는 국내 소득에 한하여 납세의무가 있다.
17. 양도소득세의 의미,293,시설물을 배타적으로 이용하거나 일반이용자에 비하여 유리한 조건으로 시설물을 이용 할 수 있는 권리가 부여된 주식의 양도로 인하여 발생하는 소득은 양도소득에 해당한다. ,O,옳은지문
17. 양도소득세의 의미,294,소득세법상 양도소득의 과세대상 자산은?  지역권 ,O,옳은지문
17. 양도소득세의 의미,295,소득세법상 양도소득의 과세대상 자산은? 등기된 부동산임차권 ,O,옳은지문
17. 양도소득세의 의미,296,"소득세법상 양도소득의 과세대상 자산은?
건물이 완성되는 때에 그 건물과 딸린 토지를 취득할 수 있는 권리 ",O,옳은지문
17. 양도소득세의 의미,297,"소득세법상 양도소득의 과세대상 자산은?
영업권(사업에 사용하는 토지 건물 및 부동산에 관한 권리와 분리되어 양도되는 것)",X,영업권의 경우 사업에 사용하는 토지 건물 및 부동산에 관한 권리와 함께 양도되는 것만 과세대상이다.
17. 양도소득세의 의미,298,소득세법상 양도소득의 과세대상 자산은? 전세권 ,O,옳은지문
17. 양도소득세의 의미,299, 무상이전에 따라 소유권이 이전되는 경우에는 양도소득세 과세대상이 되지 아니한다. ,O,옳은지문
17. 양도소득세의 의미,300, 등기되지 않은 부동산임차권은 양도소득세 과세대상이다. ,X,등기된 부동 산 임차권의 경우에 양도소득세 과세대상이고 미등기된 부동산 임차권은 양도소득세 과세대상이 아니다.
17. 양도소득세의 의미,301,토지 및 건물과 함께 양도하는 개발제한구역의 지정 및 관리에 관한 특별조치법에 따른 이축권(해당 이축권의 가액을 대통령령으로 정하는 방법에 따라 별도로 평가하여 신고 함)은 양도소득세 과세대상이 아니다. ,X,이축권의 가액을 대통령령으로 정하는 방법에 따라 별도로 평가하여 신고한 경우 기타소득에 해당한다. 
17. 양도소득세의 의미,302,부동산매매계약을 체결한 자가 계약금만 지급한 상태에서 양도하는 권리는 양도소득세과세대상이다. ,O,옳은지문
18. 양도의 개념,303,"공유 토지를 공유자 지분 변경 없이 2개 이상의 공유토지로 분할한 때에는 양도로 보지 아니하는 것이나, 분할한 그 공유 토지를 소유지분별로 재분할하는 경우에는 이를 양도 로 본다. ",X,공유물 분할의 경우 지분 변동이 없는 경우 단순분할과 재분할하는 경우 모두 양도로 보지 아니한다.
,304,도시개발법에 의한 도시개발사업의 시행자가 도시개발법에 의하여 취득한 보류지를 매각하는 경우에는 이를 양도로 보지 아니한다. ,X, 보류지로 충당하는 경우에는 양도로 보지 않지만 매각하는 경우에는 양도로 본다. 
,305,"양도라 함은 매도, 교환, 법인에 대한 현물출자 등으로 그 자산이 유상으로 이전되는 것으로서, 소유권 이전을 위한 등기 또는 등록을 과세의 조건으로 한다. ",X,양도란 개인 등기 등록과 무관하게 사실상 유상이전하는 것을 말한다. 
,306,"배우자간의 부담부증여에 있어서 수증자가 인수한 증여자의 채무액은 증여재산가액에서 공제하지 아니하고 증여세가 과세되므로, 항상 양도로 보지 아니한다. ",X,대가관계가 객관적으로 입증되는 경우에는 양도로 볼 수 있다.
,307,"법정요건을 갖춘 양도담보계약에 의하여 소유권을 이전한 경우에는 이를 양도로 보지 아니하되, 채무불이행으로 변제에 충당한 때에는 이를 양도한 것으로 본다. ",O,옳은지문
,308,도시개발법 기타 법률의 규정에 의한 환지처분으로 지목 또는 지번이 변경된 경우에는 양도에 해당되지 아니한다. ,O,옳은지문
,309,"甲, 乙 丙이 균등으로 공동 소유한 토지를 甲 40%, 乙 30%, 丙 30% 지분으로 분할한 경우에는 양도소득세가 과세된다. ",O,옳은지문
,310,협의이혼의 위자료로 토지의 소유권을 이전해 준 경우는 양도에 해당한다. ,O,옳은지문
,311,소득세법상 양도소득세 과세대상여부- 「도시개발법」에 따라 토지의 일부가 보류지로 충당되는 경우 ,X,양도로 보지 아니한다. 
,312,소득세법상 양도소득세 과세대상여부- 지방자치단체가 발행하는 토지상환채권을 양도하는 경우 ,O,옳은지문
,313,소득세법상 양도소득세 과세대상여부- 이혼으로 이하여 혼인 중에 형성된 부부공동재산을 「민법」 제839조의2에 따라 재산 분할하는 경우 ,X,양도로 보지 아니한다. 
,314,소득세법상 양도소득세 과세대상여부- 개인이 토지를 법인에 현물출자하는 경우 ,O,옳은지문
,315,소득세법상 양도소득세 과세대상여부- 주거용 건물건설업자가 당초부터 판매할 목적으로 신축한 다가구주택을 양도하는 경우 ,O,옳은지문
,316,매매원인 무효의 소에 의하여 그 매매사실이 원인무효로 판시되어 소유권이 환원되는 경우 양도에 해당한다. ,X,양도로 보지 아니한다.
,317, 부담부증여시(배우자 직계존비속이 아님) 그 증여가액 중 채무액에 해당하는 부분을 제외한 부분은 양도로 보지 아니한다. ,O,옳은지문
,318,법원의 확정판결에 의한 이혼위자료로 배우자에게 토지의 소유권을 이전하는 경우는 양도행위로 본다. ,O,옳은지문
,319,본인 소유자산을 경매 공매로 인하여 자기가 재 취득하는 경우 양도행위가 아니다. ,O,옳은지문
18. 양도 또는 취득시기,320,부동산의 소유권이 타인에게 이전되었다가 법원의 무효판결에 의하여 당해 자산의 소유 권이 환원되는 경우 당해 자산의 취득시기는 법원의 확정판결일이 양도 또는 취득시기이다.,X,그 자산의 당초 취득일이다.
18. 양도 또는 취득시기,321,건축허가를 받지 아니하고 건축하는 건축물에 있어서는 그 사실상의 사용일을 취득시기로 본다. ,O,옳은지문
18. 양도 또는 취득시기,322,경매에 의하여 자산을 취득하는 경우에는 경매인이 매각조건에 의하여 경매대금을 완납한 날을 취득시기로 한다. ,O,옳은지문
18. 양도 또는 취득시기,323,대금청산일은 실제로 청산할 대금의 전부를 주고받은 날을 말한다. ,O,옳은지문
18. 양도 또는 취득시기,324,목적물이 완성되지 않은 자산을 취득한 경우 당해 자산의 대금을 완납하였다면 대금완납일을 취득시기로 본다. ,X, 그 목적물이 완성 또는 확정된 날을 취득일로 본다. 
18. 양도 또는 취득시기,325,환지처분으로 권리면적이 증가한 경우의 취득시기는 환지처분공고일의 다음 날이다. ,O,옳은지문
18. 양도 또는 취득시기,326,장기할부조건의 경우에는 소유권이전등기 접수일 · 인도일 또는 사용수익일 중 빠른 날이 양도 또는 취득시기이다. ,O,옳은지문
18. 양도 또는 취득시기,327,대금을 청산한 날이 분명하지 아니한 경우에는 등기부 · 등록부 또는 명부 등에 기재된 등기·등록접수일 또는 명의개서일이 취득 또는 양도시기이다. ,O,옳은지문
18. 양도 또는 취득시기,328, 증여에 의하여 취득한 자산은 증여를 받은 날을 취득시기로 본다. ,O,옳은지문
18. 양도 또는 취득시기,329,「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」에 따라 공익사업을 위하여 수용되는 경우에는 사업인정고시일을 양도시기로 본다. ,X,"대금청산일, 소유권이전등기 접수일, 수용개시일 중 빠른 날이다. "
18. 양도 또는 취득시기,330,상속에 의하여 취득한 자산은 상속개시일을 취득시기로 본다. ,O,옳은지문
18. 양도 또는 취득시기,331,양도소득세액의 계산과정순서는 '양도가액 양도차익 양도소득금액 양도소득 과세 표준이다. ,O,옳은지문
18. 양도 또는 취득시기,332,취득가액을 실지거래가액으로 계산하는 경우 자본적 지출액은 필요경비에 포함된다. ,O,옳은지문
18. 양도 또는 취득시기,333,양도가액을 기준시가에 따를 때에는 취득가액도 기준시가에 따른다. ,O,옳은지문
18. 양도 또는 취득시기,334,"상속받은 부동산을 양도하는 경우, 기 납부한 상속세는 양도차익 계산시 이를 필요경비로 공제받을 수 있다. ",X,상속세는 필요경비에 포함하지 아니한다.
18. 양도 또는 취득시기,335,양도 또는 취득당시의 실지거래가액의 확인을 위하여 필요한 장부 · 매매계약서영수증 기타 증빙서류가 없거나 그 중요한 부분이 미비된 경우 추계결정 또는 경정의 사유에 해 당한다. ,O,옳은지문
18. 양도 또는 취득시기,336,추계결정 또는 경정시 환산취득가액은 양도가액을 추계할 경우에는 적용되지만 취득가액을 추계할 경우에는 적용되지 않는다. ,X,환산취득가액은 취득가액에 는 적용하지만 양도가액에는 적용하지 아니한다. 
18. 양도 또는 취득시기,337,"취득당시 실지거래가액을 확인할 수 없는 경우에는 매매사례가액, 환산취득가액, 감정가액, 기준시가를 순차로 적용하여 산정한 가액을 취득가액으로 한다. ",X,매매사례가액- 감정가액- 환산취득가액 기준 시가 순서로 적용한다. 
18. 양도 또는 취득시기,338,양도와 취득시의 실지거래가액을 확인할 수 있는 경우에는 양도가액과 취득가액을 실지거래가액으로 산정한다. ,O,옳은지문
18. 양도 또는 취득시기,339,취득 후 본래의 용도를 유지하기 위해 소요된 수익적 지출액은 실지거래가액에 의한 양도차익 계산시 필요경비로 인정된다. ,X,자본적 지출은 필요경비에 포함하지만 수익적 지출은 필요경비에 포 함하지 아니한다. 
18. 양도 또는 취득시기,340,양도자산을 취득한 후 쟁송이 있는 경우 그 소유권을 확보하기 위하여 직접 소요된 소송 비용.화해비용 등으로서 그 지출한 연도의 각 소득금액의 계산에 있어서 필요경비에 산입 된 것을 제외한 금액은 실지거래가액에 의한 양도차익 계산시 필요경비로 인정된다. ,O,옳은지문
18. 양도 또는 취득시기,341,"자산을 양도하기 위하여 직접 지출한 계약서작성비용, 공증비용, 인지대, 중개보수는 지거래가액에 의한 양도차익 계산시 필요경비로 인정된다. ",O,옳은지문
18. 양도 또는 취득시기,342,자본적지출액은 그 지출에 관한증명서류를 수취 보관하지 않더라도 실제 지출사실이 금융거래 증명서류에 의하여 확인되는 경우 양도차익 계산시 양도가액에서 공제할 수 있다. ,X,토지 건물 부동산에 관한 권리 기타자산의 경우 발생한 양도차손은 양도소득금액에서 공제할 수 있다.
18. 양도 또는 취득시기,343,주택의 취득대금에 충당하기 위한 대출금의 이자지급액은 양도소득의 필요경비에 해당한다.,O,옳은지문
18. 양도 또는 취득시기,344,양도소득금액을 계산할 때 부동산을 취득할 수 있는 권리에서 발생한 양도차손은 토지에서 발생한 양도소득금액에서 공제할 수 없다. ,X,개인의 취득대금을 위한 대출금은 필요경비에 포함하 지 아니한다.
18. 양도 또는 취득시기,345,취득시 법령 규정에 따라 매입한 국민주택채권을 만기전에 매각하는 경우 매각차손은 매매 상대방과 관계없이 전액 양도소득 필요경비에 해당한다. ,X,금융기관에 양도하는 경우에만 전액 필요경비로 인정된다. 금융기관 외의 자에게 매각 한 경우 동일한 날에 금융기관에 양도하였을 경우 발생하는 매각차손을 한도로 한다.
18. 양도 또는 취득시기,346,매매사례가액은 양도일 또는 취득일 전후 각 3개월 이내에 해당 자산과 동일성 또는 유사성이 있는 자산의 매매사례가 있는 경우 그 가액을 말한다. ,O,옳은지문
18. 양도 또는 취득시기,347,취득세는 납부영수증이 없으면 필요경비로 인정되지 아니한다. ,X,취득세 는 영수증과 관계없이 필요경비로 인정된다. 
18. 양도 또는 취득시기,348,양도전 주택의 이용편의를 위한 방 확장공사비용(이로 인하여 주택의 가치가 증가됨)은 필요경비에 해당한다. ,O,옳은지문
18. 양도 또는 취득시기,349,자산을 양도하기 위하여 직접 지출한 양도소득과세표준 신고서 작성비용은 양도비용에 해당한다. ,O,옳은지문
18. 양도 또는 취득시기,350,취득가액을 매매사례가액으로 계산하는 경우 취득당시 개별공시지가에 3/100을 곱한 금액이 필요경비에 포함된다. ,O,옳은지문
18. 양도 또는 취득시기,351,국세청장이 지정하는 지역에 있는 오피스텔의 기준시가는 건물의 종류 규모 거래상황 위 치 등을 고려하여 매년 1회 이상 국세청장이 토지와 건물에 대하여 일괄하여 산정 고시 하는 가액으로 한다. ,O,옳은지문
18. 양도 또는 취득시기,352,부동산을 취득할 수 있는 권리에 대한 기준시가는 양도자산의 종류를 고려하여 취득일 또는 양도일까지 납입한 금액으로 한다. ,X, 취득일 또는 양도일까 지 납입한 금액에 프리미엄을 합한 금액으로 한다. 
18. 양도 또는 취득시기,353,장기보유특별공제는 법령이 정하는 1세대 1주택에 해당하는 자산의 경우 10년 이상 보유와 거주를 한 경우 양도차익의 100분의 80의 공제율이 적용된다. ,O,옳은지문
18. 양도 또는 취득시기,354,장기보유특별공제는 법령이 정하는 비사업용 토지에 해당하는 경우에는 적용되지 아니한다. ,X,비사업용 토지도 장기보유특별공제가 가능하다. 
18. 양도 또는 취득시기,355,장기보유특별공제는 법원의 결정에 의하여 양도당시 취득에 관한 등기가 불가능한 부동산에 대하여는 적용되지 아니한다. ,X,미등기 양도시에도 법원의 결정에 의해 미등기 양도하는 경우에는 미등기 제외자산에 해당하여 장기보유특별공제를 적용한다.
18. 양도 또는 취득시기,356,장기보유특별공제는 등기된 토지 또는 건물로서 그 자산의 보유기간이 3년 이상인 것 및 조합원입주권(조합원으로부터 취득한 것 제외)에 대하여 적용한다. ,O,옳은지문
18. 양도 또는 취득시기,357,미등기 양도자산의 경우 원칙적으로 장기보유특별공제를 적용하지 아니한다. ,O,옳은지문
18. 양도 또는 취득시기,358,10년간 보유한 부동산(1세대 1주택이 아님)은 양도가액의 30%에 상당하는 금액을 장기 보유특별공제로서 공제한다. ,X,양도가액이 아니라 양도차익에 대하여 적용하고 10년 보유한 경우 20% 공제를 적용한다.
18. 양도 또는 취득시기,359,1세대 1주택이라도 장기보유특별공제가 적용될 수 있다. ,O,옳은지문
18. 양도 또는 취득시기,360,장기보유특별공제액은 해당 자산의 양도차익에 보유기간별 공제율을 곱하여 계산한다. ,O,옳은지문
18. 양도 또는 취득시기,361,장기보유특별공제 계산시 해당 자산의 보유기간은 그 자산의 취득일부터 양도일까지로 하지만 「소득세법」 제97조 제4항에 따른 배우자 또는 직계존비속 간 증여재산에 대한 이 월과세가 적용되는 경우에는 증여한 배우자 또는 직계존비속이 해당 자산을 취득한 날부 터 기산한다. ,O,옳은지문
18. 양도 또는 취득시기,362,100분의 70이 세율이 적용되는 미등기 자산에 대해서는 장기보유특별공제를 적용하지 사용하여 계산한 아니한다. ,O,옳은지문
18. 양도 또는 취득시기,363,거주자가 국외주택을 양도한 경우 양도일까지 계속해서 5년간 국내에 주소를 둔 경우 양도소득금액 계산시 장기보유특별공제가 적용된다. ,X,국외자산 양도의 경우 양도소득기본공제는 적용하지만 장기보유특별공제를 적용 하지 아니한다. 
18. 양도 또는 취득시기,364,양도소득세 과세대상인 국내 소재의 등기된 토지와 건물을 같은 연도 중에 양도시기를 달리하여 양도한 경우에도 양도소득기본공제는 연 250만원을 공제한다. ,O,옳은지문
18. 양도 또는 취득시기,365,국내 거주자가 토지와 주식을 양도하는 경우 각각 발생한 결손금은 양도소득금액 계산시 이를 통산한다. ,X,토지와 주식은 서로 통산하지 아니한다(결손금 통산은 소득별로 각각 통산한다). 
18. 양도 또는 취득시기,366,같은 해에 여러 개 자산(등기됨)을 양도하는 경우 양도소득기본공제는 먼저 양도한 자산의 양도소득금액에서부터 순서대로 공제한다. ,O,옳은지문
18. 양도 또는 취득시기,367,보유기간이 1년 이상 2년 미만인 등기된 상업용 건물은 100분의 40의 세율을 적용한다. ,O,옳은지문
18. 양도 또는 취득시기,368,보유기간이 1년 미만인 조합원 입주권은 100분의 70의 세율을 적용한다. ,O,옳은지문
18. 양도 또는 취득시기,369,보유기간이 2년 이상 분양권의 경우 6~45% 초과누진세율을 적용한다. ,X,"분양권은 1년 미만 보유하면 70/100, 1년 이상 보유한 경우 60/100의 세율을 적용한다. "
18. 양도 또는 취득시기,370,"보유기간이 2년 이상이고 양도소득 과세표준이 1,400만원 이하인 등기된 비사업용 토지 (지정지역에 있지 않음)의 경우 100분의 16의 세율을 적용한다. ",O,옳은지문
18. 양도 또는 취득시기,371,미등기 건물(미등기 양도자산 제외 자산이 아님)의 경우 100분의 70의 세율을 적용한다. ,O,옳은지문
18. 양도 또는 취득시기,372,등기된 상업용 건물의 보유기간이 1년 11개월인 경우 100분의 50의 세율을 적용한다. ,X,등기된 상업용 건물의 보유기간이 1년 11개월인 경우 100분의 40의 세율을 적용한다.
18. 양도 또는 취득시기,373,주택의 경우 보유기간이 6개월인 경우 100분의 70의 세율을 적용한다. ,O,옳은지문
19. 양도소득세 납세절차,374,양도소득세를 물납하고자 하는 자는 양도소득세 과세표준 확정신고기한이 끝난 후 10일 이내에 납세지 관할세무서장에게 신청하여야 한다. ,X, 양도소득세는 물납을 할 수 없고 분납만 가능하다. 
19. 양도소득세 납세절차,375,"예정신고를 하지 않은 경우 확정신고를 하면, 예정신고에 대한 가산세는 부과되지 아니한다. ",X,예정신고를 하지 않은 경우 확정신고와 관계없 이 가산세가 부과된다. 
19. 양도소득세 납세절차,376,예정신고를 한 경우에는 확정신고를 하지 아니할 수 있다. ,O,옳은지문
19. 양도소득세 납세절차,377,예정신고와 함께 자진납부를 하는 때에는 그 산출세액에서 납부할 세액의 100분의 10에 상당하는 금액을 예정 신고납부세액 공제로 공제한다. ,X,예정신고 납부세액 공제는 폐지되었다. 
19. 양도소득세 납세절차,378,양도소득세의 분할납부는 예정신고납부시에는 적용되지 않고 확정신고납부시에만 적용된다. ,X, 분할납부는 예정신고와 확정신고시 모두 적용한다.
19. 양도소득세 납세절차,379,거주자가 양도소득세 확정신고에 따라 납부할 세액이 3천600만원인 경우 최대 1천800만원까지 분할납부할 수 있다. ,O,옳은지문
19. 양도소득세 납세절차,380,건물을 양도한 경우에는 그 양도일이 속하는 달의 말일부터 2월 이내에 납세지 관할세무서장에게 예정신고를 하여야 한다. ,O,옳은지문
19. 양도소득세 납세절차,381,양도를 하였는데도 양도차익이 없는 경우에는 양도소득세 예정신고를 할 필요가 없다. ,X, 분할납부는 예정신고와 확정신고시 모두 적용한다.
19. 양도소득세 납세절차,382,양도소득세 납세자가 국내 거주자인 경우 그 납세지는 양도물건의 소재지이다. ,O,옳은지문
19. 양도소득세 납세절차,383,"소득세법상 거주자인 개인이 국내소재 부동산을 2025년 10월 25일 양도한 경우 양도소득 과세표준 예정신고기한 및 관할 관청은 어디인가? (단, 신고기한이 공휴일이 아니라고 가정함) ",X,2025년 12월 31일까지 거주자의 주소지 관할 세무서에 예정신고를 하여야 한다. 
19. 양도소득세 납세절차,384,부동산 거래신고 등에 관한 법률에 의한 토지거래계약 허가구역 안에 있는 토지를 양도 함에 있어서 토지거래계약 허가를 받기 전에 대금을 청산한 경우에는 그 허가일이 속하 는 달의 말일부터 2월 이내에 양도소득 과세표준 예정신고를 하여야 한다. ,O,옳은지문
19. 양도소득세 납세절차,385,당해 연도에 누진세율 적용대상 자산을 2회 이상 양도하는 경우에 2회 양도자산의 양도 소득세 신고시 기 납부한 양도소득세와 합산하여 신고하지 아니한 거주자는 당해 연도의 다음 연도 5월 1일부터 5월 31일까지 양도소득 과세표준 확정신고를 하여야 한다. ,O,옳은지문
19. 양도소득세 납세절차,386,예정신고납부를 할 때 납부할 세액은 양도차익에서 장기보유특별공제와 양도소득 기본 공제를 한 금액에 해당 양도소득세 세율을 적용하여 계산한 금액을 그 산출세액으로 한다. ,O,옳은지문
19. 양도소득세 납세절차,387,甲이 등기된 국내소재 공장(건물)을 양도한 경우 확정 신고 기간은 양도일이 속한 연도의 다음 연도 6월 1일부터 6월 31일까지이다. ,X,다음연도 5월 1일부터 5월 31일까지이다. 
19. 양도소득세 납세절차,388,건물을 신축하고 그 신축한 건물의 취득일로부터 5년 이내에 해당 건물을 양도하는 경우 로서 취득 당시의 실지거래가액을 확인할 수 없어 환산취득가액을 그 취득가액으로 하는 경우에는 양도소득세 산출세액의 100분의 5에 해당하는 금액을 양도소득 결정세액에 더 한다. ,X,산출세액이 아니라 환산취득가액의 100분의 5에 해당하는 금액을 결정세액에 더한다.
19. 양도소득세 납세절차,389,부담부증여의 채무액에 해당하는 부분으로서 양도로 보는 경우에는 그 양도일이 속하는 달의 말일부터 2개월 이내에 양도소득세를 신고하여야 한다. ,X,양도일이 속한 달의 말일부터 3개월 이내 예정신고를 하여야 한다. 
19. 양도소득세 납세절차,390,미등기 양도자산의 경우에도 2년 이상 보유한 1세대 1주택에 대하여는 원칙적으로 양도소득세가 비과세된다. ,X, 미등기 양도시에는 원칙적으로 비과세 감면 등을 적용하지 아니한다
19. 양도소득세 납세절차,391,미등기 양도 자산에 대하여는 원칙적으로 소득세법 및 조세특례제한법상의 감면을 적용 받을 수 없다. ,O,옳은지문
19. 양도소득세 납세절차,392,미등기 양도 자산에 대하여 장기보유특별공제는 적용받을 수 없으나 양도소득기본공제는 적용받을 수 있다. ,X,장기보유특별공제와 양도소득기본공제 모두 적용하지 아니한다
19. 양도소득세 납세절차,393,단기할부조건으로 취득한 자산으로서 그 계약조건에 의하여 양도 당시 취득에 관한 등기가 불가능한 자산은 미등기 양도자산으로 보지 아니한다. ,X,장기할부조건으로 취득한 경우에 미등기 양도자산으로 보지 아니한다. 
19. 양도소득세 납세절차,394,미등기 양도자산에 대하여는 양도소득 과세표준에 45%의 세율을 적용하여 양도소득세를 산출한다. ,X,미등기 양도시 양도소득세 세율은 70%이다.
19. 양도소득세 납세절차,395,미등기 양도자산의 경우에도 필요경비개산공제를 적용한다. ,O,옳은지문
19. 양도소득세 납세절차,396,법률 규정에 의하여 양도당시 그 자산에 대한 등기가 불가능한 자산의 경우에는 양도소득기본공제를 적용한다. ,O,옳은지문
20. 미등기 양도자산,397,양도 당시 실지거래가액이 15억원인 1세대 1주택의 양도로 발생하는 양도차익 전부가 비과세된다. ,X,.양도가액이 12억원을 초과하는 고가주택의 경우 양도가액 중 12억에 해당하는 금액만큼 비과세하고 양도가액에서 12억원을 차감한 금액을 양도가액으로 나눈 비율만큼 안분하여 과세한다.
